VIN,Model,Trim,MSRP,Year,Term,ModelNumber,ModelDescription,LeaseCash,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Residual
,,,,2025,36,Q1492AT5,4dr Wgn Limited,1500,0.00252,0.00252,0.0027,0.00283,0.00301,0.00314,0.00321,-,0.63
,,,,2025,36,Q1492FT5,4dr Wgn Limited,1500,0.00259,0.00259,0.00277,0.0029,0.00308,0.00321,0.00328,-,0.63
,,,,2025,39,Q1402A45,4dr Wgn SE,1500,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,-,0.58
,,,,2025,39,Q1402F45,4dr Wgn SE,2500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.53
,,,,2025,39,Q1432A45,4dr Wgn SEL,1500,0.00254,0.00254,0.00272,0.00285,0.00303,0.00316,0.00323,-,0.58
,,,,2025,39,Q1432F45,4dr Wgn SEL,1500,0.00245,0.00245,0.00263,0.00276,0.00294,0.00307,0.00314,-,0.57
,,,,2025,39,Q1442A45,4dr Wgn SEL Convenience,1500,0.00247,0.00247,0.00265,0.00278,0.00296,0.00309,0.00316,-,0.58
,,,,2025,39,Q1442F45,4dr Wgn SEL Convenience,1500,0.00253,0.00253,0.00271,0.00284,0.00302,0.00315,0.00322,-,0.58
,,,,2025,39,Q1452AT5,4dr Wgn N Line S,1500,0.00247,0.00247,0.00265,0.00278,0.00296,0.00309,0.00316,-,0.57
,,,,2025,39,Q1452FT5,4dr Wgn N Line S,1750,0.00254,0.00254,0.00272,0.00285,0.00303,0.00316,0.00323,-,0.56
,,,,2025,39,Q1462AT5,4dr Wgn N Line,1000,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,-,0.61
,,,,2025,39,Q1462FT5,4dr Wgn N Line,1250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.6
,,,,2025,39,Q1492AT5,4dr Wgn Limited,1000,0.00247,0.00247,0.00265,0.00278,0.00296,0.00309,0.00316,-,0.61
,,,,2025,39,Q1492FT5,4dr Wgn Limited,1250,0.00249,0.00249,0.00267,0.0028,0.00298,0.00311,0.00318,-,0.6
,,,,2025,48,Q1402A45,4dr Wgn SE,1250,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,-,0.52
,,,,2025,48,Q1402F45,4dr Wgn SE,750,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.52
,,,,2025,48,Q1432A45,4dr Wgn SEL,1000,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,-,0.53
,,,,2025,48,Q1432F45,4dr Wgn SEL,1250,0.00294,0.00294,0.00314,0.00331,0.00357,0.00371,0.00385,-,0.51
,,,,2025,48,Q1442A45,4dr Wgn SEL Convenience,0,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.58
,,,,2025,48,Q1442F45,4dr Wgn SEL Convenience,1250,0.003,0.003,0.0032,0.00337,0.00363,0.00377,0.00391,-,0.52
,,,,2025,48,Q1452AT5,4dr Wgn N Line S,500,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,-,0.54
,,,,2025,48,Q1452FT5,4dr Wgn N Line S,250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.55
,,,,2025,48,Q1462AT5,4dr Wgn N Line,250,0.00294,0.00294,0.00314,0.00331,0.00357,0.00371,0.00385,-,0.55
,,,,2025,48,Q1462FT5,4dr Wgn N Line,0,0.00285,0.00285,0.00305,0.00322,0.00348,0.00362,0.00376,-,0.55
,,,,2025,48,Q1492AT5,4dr Wgn Limited,0,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,-,0.57
,,,,2025,48,Q1492FT5,4dr Wgn Limited,250,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,-,0.56
,,,,2025,24,Q14A2FEZ,4dr Wgn SE (new),10000,0.00236,0.00236,0.00249,0.00262,0.00275,0.00289,0.0031,-,0.54
,,,,2025,24,Q14D2FEZ,4dr Wgn SEL,7500,0.00235,0.00235,0.00248,0.00261,0.00274,0.00288,0.00309,-,0.66
,,,,2025,24,Q14F2FEZ,4dr Wgn N Line,8000,0.00235,0.00235,0.00248,0.00261,0.00274,0.00288,0.00309,-,0.65
,,,,2025,24,Q14G2FEZ,4dr Wgn Limited,8500,0.00234,0.00234,0.00247,0.0026,0.00273,0.00287,0.00308,-,0.65
,,,,2025,36,Q14A2FEZ,4dr Wgn SE (new),8000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.53
,,,,2025,36,Q14D2FEZ,4dr Wgn SEL,8250,0.00253,0.00253,0.00271,0.00284,0.00302,0.00315,0.00322,-,0.57
,,,,2025,36,Q14F2FEZ,4dr Wgn N Line,8750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.56
,,,,2025,36,Q14G2FEZ,4dr Wgn Limited,8250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.58
,,,,2025,39,Q14A2FEZ,4dr Wgn SE (new),7500,0.00248,0.00248,0.00266,0.00279,0.00297,0.0031,0.00317,-,0.48
,,,,2025,39,Q14D2FEZ,4dr Wgn SEL,7500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.54
,,,,2025,39,Q14F2FEZ,4dr Wgn N Line,8250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.52
,,,,2025,39,Q14G2FEZ,4dr Wgn Limited,6250,0.00252,0.00252,0.0027,0.00283,0.00301,0.00314,0.00321,-,0.57
,,,,2025,48,Q14A2FEZ,4dr Wgn SE (new),7500,0.00283,0.00283,0.00303,0.0032,0.00346,0.0036,0.00374,-,0.43
,,,,2025,48,Q14D2FEZ,4dr Wgn SEL,7500,0.00319,0.00319,0.00339,0.00356,0.00382,0.00396,0.0041,-,0.49
,,,,2025,48,Q14F2FEZ,4dr Wgn N Line,7500,0.00295,0.00295,0.00315,0.00332,0.00358,0.00372,0.00386,-,0.49
,,,,2025,48,Q14G2FEZ,4dr Wgn Limited,7500,0.00336,0.00336,0.00356,0.00373,0.00399,0.00413,0.00427,-,0.51
,,,,2025,24,J1412A65,4dr Wgn SE,0,0.0013,0.0013,0.00143,0.00156,0.00169,0.00183,0.00204,-,0.75
,,,,2025,24,J1412F65,4dr Wgn SE,0,0.00116,0.00116,0.00129,0.00142,0.00155,0.00169,0.0019,-,0.74
,,,,2025,24,J1432A65,4dr Wgn SEL Premium,0,0.00121,0.00121,0.00134,0.00147,0.0016,0.00174,0.00195,-,0.73
,,,,2025,24,J1432F65,4dr Wgn SEL Premium,0,0.00119,0.00119,0.00132,0.00145,0.00158,0.00172,0.00193,-,0.72
,,,,2025,24,J1442A65,4dr Wgn SEL,0,0.00087,0.00087,0.001,0.00113,0.00126,0.0014,0.00161,-,0.73
,,,,2025,24,J1442F65,4dr Wgn SEL,0,0.00068,0.00068,0.00081,0.00094,0.00107,0.00121,0.00142,-,0.73
,,,,2025,24,J1462A65,4dr Wgn Limited,0,0.00154,0.00154,0.00167,0.0018,0.00193,0.00207,0.00228,-,0.71
,,,,2025,24,J1462F65,4dr Wgn Limited,0,0.00106,0.00106,0.00119,0.00132,0.00145,0.00159,0.0018,-,0.69
,,,,2025,24,J1472A65,4dr Wgn Calligraphy,0,0.00111,0.00111,0.00124,0.00137,0.0015,0.00164,0.00185,-,0.7
,,,,2025,24,J1472F65,4dr Wgn Calligraphy,0,0.00109,0.00109,0.00122,0.00135,0.00148,0.00162,0.00183,-,0.69
,,,,2025,24,J1482A65,4dr XRT,0,0.00085,0.00085,0.00098,0.00111,0.00124,0.00138,0.00159,-,0.73
,,,,2025,24,J1482F65,4dr XRT,0,0.00056,0.00056,0.00069,0.00082,0.00095,0.00109,0.0013,-,0.72
,,,,2025,24,J1492A65,4dr Wgn Calligraphy Night,0,0.0016,0.0016,0.00173,0.00186,0.00199,0.00213,0.00234,-,0.7
,,,,2025,36,J1412A65,4dr Wgn SE,3000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.63
,,,,2025,36,J1412F65,4dr Wgn SE,2250,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,-,0.64
,,,,2025,36,J1432A65,4dr Wgn SEL Premium,0,0.00051,0.00051,0.00069,0.00082,0.001,0.00113,0.0012,-,0.58
,,,,2025,36,J1432F65,4dr Wgn SEL Premium,250,0.00192,0.00192,0.0021,0.00223,0.00241,0.00254,0.00261,-,0.64
,,,,2025,36,J1442A65,4dr Wgn SEL,2250,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.65
,,,,2025,36,J1442F65,4dr Wgn SEL,3250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.63
,,,,2025,36,J1462A65,4dr Wgn Limited,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.66
,,,,2025,36,J1462F65,4dr Wgn Limited,0,0.00182,0.00182,0.002,0.00213,0.00231,0.00244,0.00251,-,0.62
,,,,2025,36,J1472A65,4dr Wgn Calligraphy,0,0.00174,0.00174,0.00192,0.00205,0.00223,0.00236,0.00243,-,0.62
,,,,2025,36,J1472F65,4dr Wgn Calligraphy,0,0.00174,0.00174,0.00192,0.00205,0.00223,0.00236,0.00243,-,0.61
,,,,2025,36,J1482A65,4dr XRT,2500,0.00232,0.00232,0.0025,0.00263,0.00281,0.00294,0.00301,-,0.65
,,,,2025,36,J1482F65,4dr XRT,0,0.00129,0.00129,0.00147,0.0016,0.00178,0.00191,0.00198,-,0.65
,,,,2025,36,J1492A65,4dr Wgn Calligraphy Night,250,0.00211,0.00211,0.00229,0.00242,0.0026,0.00273,0.0028,-,0.62
,,,,2025,39,J1412A65,4dr Wgn SE,0,0.00186,0.00186,0.00204,0.00217,0.00235,0.00248,0.00255,-,0.62
,,,,2025,39,J1412F65,4dr Wgn SE,1500,0.00251,0.00251,0.00269,0.00282,0.003,0.00313,0.0032,-,0.62
,,,,2025,39,J1432A65,4dr Wgn SEL Premium,1000,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.63
,,,,2025,39,J1432F65,4dr Wgn SEL Premium,1500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.61
,,,,2025,39,J1442A65,4dr Wgn SEL,0,0.00207,0.00207,0.00225,0.00238,0.00256,0.00269,0.00276,-,0.63
,,,,2025,39,J1442F65,4dr Wgn SEL,1250,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.62
,,,,2025,39,J1462A65,4dr Wgn Limited,0,0.0008,0.0008,0.00098,0.00111,0.00129,0.00142,0.00149,-,0.53
,,,,2025,39,J1462F65,4dr Wgn Limited,0,0.00186,0.00186,0.00204,0.00217,0.00235,0.00248,0.00255,-,0.59
,,,,2025,39,J1472A65,4dr Wgn Calligraphy,0,0.00212,0.00212,0.0023,0.00243,0.00261,0.00274,0.00281,-,0.6
,,,,2025,39,J1472F65,4dr Wgn Calligraphy,0,0.00163,0.00163,0.00181,0.00194,0.00212,0.00225,0.00232,-,0.57
,,,,2025,39,J1482A65,4dr XRT,2000,0.00252,0.00252,0.0027,0.00283,0.00301,0.00314,0.00321,-,0.6
,,,,2025,39,J1482F65,4dr XRT,1750,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.6
,,,,2025,39,J1492A65,4dr Wgn Calligraphy Night,500,0.00219,0.00219,0.00237,0.0025,0.00268,0.00281,0.00288,-,0.58
,,,,2025,48,J1412A65,4dr Wgn SE,2500,0.003,0.003,0.0032,0.00337,0.00363,0.00377,0.00391,-,0.54
,,,,2025,48,J1412F65,4dr Wgn SE,1750,0.00296,0.00296,0.00316,0.00333,0.00359,0.00373,0.00387,-,0.55
,,,,2025,48,J1432A65,4dr Wgn SEL Premium,0,0.00143,0.00143,0.00163,0.0018,0.00206,0.0022,0.00234,-,0.47
,,,,2025,48,J1432F65,4dr Wgn SEL Premium,0,0.00124,0.00124,0.00144,0.00161,0.00187,0.00201,0.00215,-,0.46
,,,,2025,48,J1442A65,4dr Wgn SEL,1750,0.003,0.003,0.0032,0.00337,0.00363,0.00377,0.00391,-,0.55
,,,,2025,48,J1442F65,4dr Wgn SEL,2750,0.003,0.003,0.0032,0.00337,0.00363,0.00377,0.00391,-,0.52
,,,,2025,48,J1462A65,4dr Wgn Limited,2250,0.00298,0.00298,0.00318,0.00335,0.00361,0.00375,0.00389,-,0.53
,,,,2025,48,J1462F65,4dr Wgn Limited,2750,0.00303,0.00303,0.00323,0.0034,0.00366,0.0038,0.00394,-,0.51
,,,,2025,48,J1472A65,4dr Wgn Calligraphy,1000,0.00291,0.00291,0.00311,0.00328,0.00354,0.00368,0.00382,-,0.54
,,,,2025,48,J1472F65,4dr Wgn Calligraphy,0,0.00142,0.00142,0.00162,0.00179,0.00205,0.00219,0.00233,-,0.45
,,,,2025,48,J1482A65,4dr XRT,3000,0.00303,0.00303,0.00323,0.0034,0.00366,0.0038,0.00394,-,0.51
,,,,2025,48,J1482F65,4dr XRT,2500,0.003,0.003,0.0032,0.00337,0.00363,0.00377,0.00391,-,0.51
,,,,2025,48,J1492A65,4dr Wgn Calligraphy Night,1250,0.00296,0.00296,0.00316,0.00333,0.00359,0.00373,0.00387,-,0.53
,,,,2026,36,90402A45,SE,0,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.63
,,,,2026,36,90402F45,SE,0,0.00213,0.00213,0.00231,0.00244,0.00262,0.00275,0.00282,-,0.65
,,,,2026,36,90432A45,SEL,0,0.00288,0.00288,0.00306,0.00319,0.00337,0.0035,0.00357,-,0.62
,,,,2026,36,90432F45,SEL,750,0.00252,0.00252,0.0027,0.00283,0.00301,0.00314,0.00321,-,0.65
,,,,2026,36,90462AT5,XRT,0,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.62
,,,,2026,36,90472AT5,Limited,0,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,-,0.64
,,,,2026,36,90492A45,SEL Activity,0,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.63
,,,,2026,36,90492F45,SEL Activity,1000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.66
,,,,2026,39,90402A45,SE,0,0.00293,0.00293,0.00311,0.00324,0.00342,0.00355,0.00362,-,0.59
,,,,2026,39,90402F45,SE,0,0.00253,0.00253,0.00271,0.00284,0.00302,0.00315,0.00322,-,0.6
,,,,2026,39,90432A45,SEL,0,0.00282,0.00282,0.003,0.00313,0.00331,0.00344,0.00351,-,0.59
,,,,2026,39,90432F45,SEL,500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.59
,,,,2026,39,90462AT5,XRT,500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.59
,,,,2026,39,90472AT5,Limited,250,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,-,0.6
,,,,2026,39,90492A45,SEL Activity,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.58
,,,,2026,39,90492F45,SEL Activity,1750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.59
,,,,2026,48,90402A45,SE,0,0.00304,0.00304,0.00324,0.00341,0.00367,0.00381,0.00395,-,0.53
,,,,2026,48,90402F45,SE,0,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.56
,,,,2026,48,90432A45,SEL,0,0.00303,0.00303,0.00323,0.0034,0.00366,0.0038,0.00394,-,0.52
,,,,2026,48,90432F45,SEL,750,0.00288,0.00288,0.00308,0.00325,0.00351,0.00365,0.00379,-,0.54
,,,,2026,48,90462AT5,XRT,500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.55
,,,,2026,48,90472AT5,Limited,0,0.00295,0.00295,0.00315,0.00332,0.00358,0.00372,0.00386,-,0.54
,,,,2026,48,90492A45,SEL Activity,250,0.00287,0.00287,0.00307,0.00324,0.0035,0.00364,0.00378,-,0.55
,,,,2026,48,90492F45,SEL Activity,3250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.51
,,,,2025,36,90402A45,Crew Cab 2.5L SE,1750,0.0025,0.0025,0.00268,0.00281,0.00299,0.00312,0.00319,-,0.62
,,,,2025,36,90402F45,Crew Cab 2.5L SE,2000,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.61
,,,,2025,36,90432A45,Crew Cab 2.5L SEL,1250,0.0025,0.0025,0.00268,0.00281,0.00299,0.00312,0.00319,-,0.62
,,,,2025,36,90432F45,Crew Cab 2.5L SEL,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.63
,,,,2025,36,90462AT5,Crew Cab XRT,250,0.00243,0.00243,0.00261,0.00274,0.00292,0.00305,0.00312,-,0.61
,,,,2025,36,90472AT5,Crew Cab 2.5T Limited,1500,0.00243,0.00243,0.00261,0.00274,0.00292,0.00305,0.00312,-,0.6
,,,,2025,36,90492A45,Crew Cab 2.5L SEL Activity,1250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.6
,,,,2025,36,90492F45,Crew Cab 2.5L SEL Activity,500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.62
,,,,2025,39,90402A45,Crew Cab 2.5L SE,1250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.57
,,,,2025,39,90402F45,Crew Cab 2.5L SE,750,0.00249,0.00249,0.00267,0.0028,0.00298,0.00311,0.00318,-,0.58
,,,,2025,39,90432A45,Crew Cab 2.5L SEL,500,0.00254,0.00254,0.00272,0.00285,0.00303,0.00316,0.00323,-,0.59
,,,,2025,39,90432F45,Crew Cab 2.5L SEL,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.58
,,,,2025,39,90462AT5,Crew Cab XRT,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.59
,,,,2025,39,90472AT5,Crew Cab 2.5T Limited,1000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.59
,,,,2025,39,90492A45,Crew Cab 2.5L SEL Activity,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.59
,,,,2025,39,90492F45,Crew Cab 2.5L SEL Activity,1500,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.56
,,,,2025,48,90402A45,Crew Cab 2.5L SE,2500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.49
,,,,2025,48,90402F45,Crew Cab 2.5L SE,1500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.51
,,,,2025,48,90432A45,Crew Cab 2.5L SEL,1750,0.00297,0.00297,0.00317,0.00334,0.0036,0.00374,0.00388,-,0.51
,,,,2025,48,90432F45,Crew Cab 2.5L SEL,1500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.52
,,,,2025,48,90462AT5,Crew Cab XRT,3000,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.48
,,,,2025,48,90472AT5,Crew Cab 2.5T Limited,1250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.52
,,,,2025,48,90492A45,Crew Cab 2.5L SEL Activity,1250,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,-,0.54
,,,,2025,48,90492F45,Crew Cab 2.5L SEL Activity,1750,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,-,0.5
,,,,2026,24,65402AT5,SE AWD,0,0.0017,0.0017,0.00183,0.00196,0.00209,0.00223,0.00244,-,0.72
,,,,2026,24,65402FT5,SE FWD,250,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.74
,,,,2026,24,65432AT5,SEL AWD,0,0.00196,0.00196,0.00209,0.00222,0.00235,0.00249,0.0027,-,0.73
,,,,2026,24,65432FT5,SEL FWD,0,0.00168,0.00168,0.00181,0.00194,0.00207,0.00221,0.00242,-,0.72
,,,,2026,24,65462AT5,XRT AWD,0,0.00182,0.00182,0.00195,0.00208,0.00221,0.00235,0.00256,-,0.73
,,,,2026,24,65492AT5,Limited AWD,0,0.00151,0.00151,0.00164,0.00177,0.0019,0.00204,0.00225,-,0.73
,,,,2026,24,65492FT5,Limited FWD,1500,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.73
,,,,2026,24,654C2AT5,Calligraphy AWD,0,0.00147,0.00147,0.0016,0.00173,0.00186,0.002,0.00221,-,0.73
,,,,2026,24,654C2FT5,Calligraphy FWD,0,0.00118,0.00118,0.00131,0.00144,0.00157,0.00171,0.00192,-,0.72
,,,,2026,36,65402AT5,SE AWD,500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.68
,,,,2026,36,65402FT5,SE FWD,0,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.7
,,,,2026,36,65432AT5,SEL AWD,0,0.00243,0.00243,0.00261,0.00274,0.00292,0.00305,0.00312,0.00374,0.68
,,,,2026,36,65432FT5,SEL FWD,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.67
,,,,2026,36,65462AT5,XRT AWD,0,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,0.00374,0.69
,,,,2026,36,65492AT5,Limited AWD,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.69
,,,,2026,36,65492FT5,Limited FWD,0,0.00226,0.00226,0.00244,0.00257,0.00275,0.00288,0.00295,0.00374,0.69
,,,,2026,36,654C2AT5,Calligraphy AWD,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.69
,,,,2026,36,654C2FT5,Calligraphy FWD,2000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.66
,,,,2026,39,65402AT5,SE AWD,0,0.00253,0.00253,0.00271,0.00284,0.00302,0.00315,0.00322,-,0.66
,,,,2026,39,65402FT5,SE FWD,0,0.00257,0.00257,0.00275,0.00288,0.00306,0.00319,0.00326,-,0.67
,,,,2026,39,65432AT5,SEL AWD,250,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.65
,,,,2026,39,65432FT5,SEL FWD,750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.64
,,,,2026,39,65462AT5,XRT AWD,0,0.00254,0.00254,0.00272,0.00285,0.00303,0.00316,0.00323,-,0.66
,,,,2026,39,65492AT5,Limited AWD,1500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,-,0.64
,,,,2026,39,65492FT5,Limited FWD,250,0.00232,0.00232,0.0025,0.00263,0.00281,0.00294,0.00301,-,0.66
,,,,2026,39,654C2AT5,Calligraphy AWD,0,0.00233,0.00233,0.00251,0.00264,0.00282,0.00295,0.00302,-,0.66
,,,,2026,39,654C2FT5,Calligraphy FWD,0,0.00239,0.00239,0.00257,0.0027,0.00288,0.00301,0.00308,-,0.67
,,,,2026,48,65402AT5,SE AWD,250,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,0.00441,0.58
,,,,2026,48,65402FT5,SE FWD,750,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.57
,,,,2026,48,65432AT5,SEL AWD,0,0.00299,0.00299,0.00319,0.00336,0.00362,0.00376,0.0039,0.00441,0.58
,,,,2026,48,65432FT5,SEL FWD,0,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.59
,,,,2026,48,65462AT5,XRT AWD,0,0.00301,0.00301,0.00321,0.00338,0.00364,0.00378,0.00392,0.00441,0.59
,,,,2026,48,65492AT5,Limited AWD,500,0.00303,0.00303,0.00323,0.0034,0.00366,0.0038,0.00394,0.00441,0.6
,,,,2026,48,65492FT5,Limited FWD,1750,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.57
,,,,2026,48,654C2AT5,Calligraphy AWD,500,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.6
,,,,2026,48,654C2FT5,Calligraphy FWD,0,0.00302,0.00302,0.00355,0.00372,0.00398,0.00412,0.00426,0.00441,0.62
,,,,2025,24,65402AT5,4dr Wgn 2.5L SE AWD,0,0.0005,0.0005,0.00063,0.00076,0.00089,0.00103,0.00124,-,0.68
,,,,2025,24,65402FT5,4dr Wgn 2.5L SE FWD,2750,0.00232,0.00232,0.00271,0.00284,0.00297,0.00311,0.00332,-,0.67
,,,,2025,24,65432AT5,4dr Wgn 2.5L SEL AWD,0,0.0008,0.0008,0.00093,0.00106,0.00119,0.00133,0.00154,-,0.69
,,,,2025,24,65432FT5,4dr Wgn 2.5L SEL FWD,2500,0.00229,0.00229,0.00242,0.00255,0.00268,0.00282,0.00303,-,0.68
,,,,2025,24,65462AT5,4dr Wgn 2.5L XRT AWD,250,0.00114,0.00114,0.00127,0.0014,0.00153,0.00167,0.00188,-,0.7
,,,,2025,24,65492AT5,4dr Wgn 2.5T Limited AWD,0,0.00039,0.00039,0.00052,0.00065,0.00078,0.00092,0.00113,-,0.69
,,,,2025,24,65492FT5,4dr Wgn 2.5T Limited FWD,0,8e-05,8e-05,0.00021,0.00034,0.00047,0.00061,0.00082,-,0.68
,,,,2025,24,654C2AT5,4dr Wgn 2.5T Calligraphy AWD,0,0.00034,0.00034,0.00047,0.0006,0.00073,0.00087,0.00108,-,0.69
,,,,2025,24,654C2FT5,4dr Wgn 2.5T Calligraphy FWD,0,0.00028,0.00028,0.00041,0.00054,0.00067,0.00081,0.00102,-,0.69
,,,,2025,36,65402AT5,4dr Wgn 2.5L SE AWD,1500,0.00256,0.00256,0.00274,0.00287,0.00305,0.00318,0.00325,0.00374,0.66
,,,,2025,36,65402FT5,4dr Wgn 2.5L SE FWD,1500,0.00251,0.00251,0.00269,0.00282,0.003,0.00313,0.0032,0.00374,0.66
,,,,2025,36,65432AT5,4dr Wgn 2.5L SEL AWD,1250,0.00251,0.00251,0.00269,0.00282,0.003,0.00313,0.0032,0.00374,0.66
,,,,2025,36,65432FT5,4dr Wgn 2.5L SEL FWD,500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.69
,,,,2025,36,65462AT5,4dr Wgn 2.5L XRT AWD,1750,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.65
,,,,2025,36,65492AT5,4dr Wgn 2.5T Limited AWD,1500,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.68
,,,,2025,36,65492FT5,4dr Wgn 2.5T Limited FWD,2500,0.00251,0.00251,0.00269,0.00282,0.003,0.00313,0.0032,0.00374,0.65
,,,,2025,36,654C2AT5,4dr Wgn 2.5T Calligraphy AWD,1500,0.00189,0.00189,0.00207,0.0022,0.00238,0.00251,0.00258,0.00374,0.64
,,,,2025,36,654C2FT5,4dr Wgn 2.5T Calligraphy FWD,2000,0.00258,0.00258,0.00312,0.00325,0.00343,0.00356,0.00363,0.00374,0.67
,,,,2025,39,65402AT5,4dr Wgn 2.5L SE AWD,1750,0.00255,0.00255,0.00273,0.00286,0.00304,0.00317,0.00324,-,0.62
